,host_processors_per_node,host_processor_model_name,host_processor_core_count,host_memory_capacity,host_storage_type,accelerators_per_node,accelerator_model_name,accelerator_memory_configuration,accelerator_memory_capacity,accelerator_interconnect,framework,operating_system,training_ms
6,2,Intel(R) Xeon(R) Platinum 8468,48,1.024 TB,NVMe,4,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLink Gen4 900GB/s,"NGC MXNet 24.04, NGC Pytorch 23.09, NGC Pytorch 24.04, NGC HugeCTR 24.04",Ubuntu 22.04,944478.0
6,2,Intel(R) Xeon(R) Platinum 8468,48,1.024 TB,NVMe,4,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLink Gen4 900GB/s,"NGC MXNet 24.04, NGC Pytorch 23.09, NGC Pytorch 24.04, NGC HugeCTR 24.04",Ubuntu 22.04,1573708.0
6,2,Intel(R) Xeon(R) Platinum 8468,48,1.024 TB,NVMe,4,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLink Gen4 900GB/s,"NGC MXNet 24.04, NGC Pytorch 23.09, NGC Pytorch 24.04, NGC HugeCTR 24.04",Ubuntu 22.04,1497247.0
6,2,Intel(R) Xeon(R) Platinum 8468,48,1.024 TB,NVMe,4,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLink Gen4 900GB/s,"NGC MXNet 24.04, NGC Pytorch 23.09, NGC Pytorch 24.04, NGC HugeCTR 24.04",Ubuntu 22.04,1728089.0
6,2,Intel(R) Xeon(R) Platinum 8468,48,1.024 TB,NVMe,4,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLink Gen4 900GB/s,"NGC MXNet 24.04, NGC Pytorch 23.09, NGC Pytorch 24.04, NGC HugeCTR 24.04",Ubuntu 22.04,1326418.0
6,2,Intel(R) Xeon(R) Platinum 8468,48,1.024 TB,NVMe,4,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLink Gen4 900GB/s,"NGC MXNet 24.04, NGC Pytorch 23.09, NGC Pytorch 24.04, NGC HugeCTR 24.04",Ubuntu 22.04,1219606.0
6,2,Intel(R) Xeon(R) Platinum 8468,48,1.024 TB,NVMe,4,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLink Gen4 900GB/s,"NGC MXNet 24.04, NGC Pytorch 23.09, NGC Pytorch 24.04, NGC HugeCTR 24.04",Ubuntu 22.04,773416.0
6,2,Intel(R) Xeon(R) Platinum 8468,48,1.024 TB,NVMe,4,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLink Gen4 900GB/s,"NGC MXNet 24.04, NGC Pytorch 23.09, NGC Pytorch 24.04, NGC HugeCTR 24.04",Ubuntu 22.04,1576023.0
6,2,Intel(R) Xeon(R) Platinum 8468,48,1.024 TB,NVMe,4,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLink Gen4 900GB/s,"NGC MXNet 24.04, NGC Pytorch 23.09, NGC Pytorch 24.04, NGC HugeCTR 24.04",Ubuntu 22.04,1481602.0
6,2,Intel(R) Xeon(R) Platinum 8468,48,1.024 TB,NVMe,4,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLink Gen4 900GB/s,"NGC MXNet 24.04, NGC Pytorch 23.09, NGC Pytorch 24.04, NGC HugeCTR 24.04",Ubuntu 22.04,1742138.0
7,2,Intel(R) Xeon(R) Platinum 8452Y,36,256GB,NVMe SSD,14,NVIDIA L40S,GDDR6,45 GB,PCIe gen4 x16,NGC MXNet 24.04,Ubuntu 22.04,1801384.0
7,2,Intel(R) Xeon(R) Platinum 8452Y,36,256GB,NVMe SSD,14,NVIDIA L40S,GDDR6,45 GB,PCIe gen4 x16,NGC MXNet 24.04,Ubuntu 22.04,2442987.0
7,2,Intel(R) Xeon(R) Platinum 8452Y,36,256GB,NVMe SSD,14,NVIDIA L40S,GDDR6,45 GB,PCIe gen4 x16,NGC MXNet 24.04,Ubuntu 22.04,1560395.0
7,2,Intel(R) Xeon(R) Platinum 8452Y,36,256GB,NVMe SSD,14,NVIDIA L40S,GDDR6,45 GB,PCIe gen4 x16,NGC MXNet 24.04,Ubuntu 22.04,942723.0
7,2,Intel(R) Xeon(R) Platinum 8452Y,36,256GB,NVMe SSD,14,NVIDIA L40S,GDDR6,45 GB,PCIe gen4 x16,NGC MXNet 24.04,Ubuntu 22.04,953598.0
7,2,Intel(R) Xeon(R) Platinum 8452Y,36,256GB,NVMe SSD,14,NVIDIA L40S,GDDR6,45 GB,PCIe gen4 x16,NGC MXNet 24.04,Ubuntu 22.04,889933.0
7,2,Intel(R) Xeon(R) Platinum 8452Y,36,256GB,NVMe SSD,14,NVIDIA L40S,GDDR6,45 GB,PCIe gen4 x16,NGC MXNet 24.04,Ubuntu 22.04,638238.0
7,2,Intel(R) Xeon(R) Platinum 8452Y,36,256GB,NVMe SSD,14,NVIDIA L40S,GDDR6,45 GB,PCIe gen4 x16,NGC MXNet 24.04,Ubuntu 22.04,711909.0
7,2,Intel(R) Xeon(R) Platinum 8452Y,36,256GB,NVMe SSD,14,NVIDIA L40S,GDDR6,45 GB,PCIe gen4 x16,NGC MXNet 24.04,Ubuntu 22.04,952917.0
7,2,Intel(R) Xeon(R) Platinum 8452Y,36,256GB,NVMe SSD,14,NVIDIA L40S,GDDR6,45 GB,PCIe gen4 x16,NGC MXNet 24.04,Ubuntu 22.04,764737.0
7,2,Intel(R) Xeon(R) Platinum 8452Y,36,256GB,NVMe SSD,14,NVIDIA L40S,GDDR6,45 GB,PCIe gen4 x16,NGC MXNet 24.04,Ubuntu 22.04,575361.0
7,2,Intel(R) Xeon(R) Platinum 8452Y,36,256GB,NVMe SSD,14,NVIDIA L40S,GDDR6,45 GB,PCIe gen4 x16,NGC MXNet 24.04,Ubuntu 22.04,733172.0
7,2,Intel(R) Xeon(R) Platinum 8452Y,36,256GB,NVMe SSD,14,NVIDIA L40S,GDDR6,45 GB,PCIe gen4 x16,NGC MXNet 24.04,Ubuntu 22.04,848562.0
7,2,Intel(R) Xeon(R) Platinum 8452Y,36,256GB,NVMe SSD,14,NVIDIA L40S,GDDR6,45 GB,PCIe gen4 x16,NGC MXNet 24.04,Ubuntu 22.04,806218.0
7,2,Intel(R) Xeon(R) Platinum 8452Y,36,256GB,NVMe SSD,14,NVIDIA L40S,GDDR6,45 GB,PCIe gen4 x16,NGC MXNet 24.04,Ubuntu 22.04,795717.0
7,2,Intel(R) Xeon(R) Platinum 8452Y,36,256GB,NVMe SSD,14,NVIDIA L40S,GDDR6,45 GB,PCIe gen4 x16,NGC MXNet 24.04,Ubuntu 22.04,1120853.0
7,2,Intel(R) Xeon(R) Platinum 8452Y,36,256GB,NVMe SSD,14,NVIDIA L40S,GDDR6,45 GB,PCIe gen4 x16,NGC MXNet 24.04,Ubuntu 22.04,638518.0
7,2,Intel(R) Xeon(R) Platinum 8452Y,36,256GB,NVMe SSD,14,NVIDIA L40S,GDDR6,45 GB,PCIe gen4 x16,NGC MXNet 24.04,Ubuntu 22.04,1748141.0
7,2,Intel(R) Xeon(R) Platinum 8452Y,36,256GB,NVMe SSD,14,NVIDIA L40S,GDDR6,45 GB,PCIe gen4 x16,NGC MXNet 24.04,Ubuntu 22.04,963098.0
7,2,Intel(R) Xeon(R) Platinum 8452Y,36,256GB,NVMe SSD,14,NVIDIA L40S,GDDR6,45 GB,PCIe gen4 x16,NGC MXNet 24.04,Ubuntu 22.04,1203894.0
7,2,Intel(R) Xeon(R) Platinum 8452Y,36,256GB,NVMe SSD,14,NVIDIA L40S,GDDR6,45 GB,PCIe gen4 x16,NGC MXNet 24.04,Ubuntu 22.04,930365.0
7,2,Intel(R) Xeon(R) Platinum 8452Y,36,256GB,NVMe SSD,14,NVIDIA L40S,GDDR6,45 GB,PCIe gen4 x16,NGC MXNet 24.04,Ubuntu 22.04,732868.0
7,2,Intel(R) Xeon(R) Platinum 8452Y,36,256GB,NVMe SSD,14,NVIDIA L40S,GDDR6,45 GB,PCIe gen4 x16,NGC MXNet 24.04,Ubuntu 22.04,1468434.0
7,2,Intel(R) Xeon(R) Platinum 8452Y,36,256GB,NVMe SSD,14,NVIDIA L40S,GDDR6,45 GB,PCIe gen4 x16,NGC MXNet 24.04,Ubuntu 22.04,941585.0
7,2,Intel(R) Xeon(R) Platinum 8452Y,36,256GB,NVMe SSD,14,NVIDIA L40S,GDDR6,45 GB,PCIe gen4 x16,NGC MXNet 24.04,Ubuntu 22.04,1079683.0
7,2,Intel(R) Xeon(R) Platinum 8452Y,36,256GB,NVMe SSD,14,NVIDIA L40S,GDDR6,45 GB,PCIe gen4 x16,NGC MXNet 24.04,Ubuntu 22.04,974372.0
7,2,Intel(R) Xeon(R) Platinum 8452Y,36,256GB,NVMe SSD,14,NVIDIA L40S,GDDR6,45 GB,PCIe gen4 x16,NGC MXNet 24.04,Ubuntu 22.04,1625856.0
7,2,Intel(R) Xeon(R) Platinum 8452Y,36,256GB,NVMe SSD,14,NVIDIA L40S,GDDR6,45 GB,PCIe gen4 x16,NGC MXNet 24.04,Ubuntu 22.04,1416095.0
7,2,Intel(R) Xeon(R) Platinum 8452Y,36,256GB,NVMe SSD,14,NVIDIA L40S,GDDR6,45 GB,PCIe gen4 x16,NGC MXNet 24.04,Ubuntu 22.04,1288879.0
7,2,Intel(R) Xeon(R) Platinum 8452Y,36,256GB,NVMe SSD,14,NVIDIA L40S,GDDR6,45 GB,PCIe gen4 x16,NGC MXNet 24.04,Ubuntu 22.04,1049389.0
7,2,Intel(R) Xeon(R) Platinum 8452Y,36,256GB,NVMe SSD,14,NVIDIA L40S,GDDR6,45 GB,PCIe gen4 x16,NGC MXNet 24.04,Ubuntu 22.04,889869.0
7,2,Intel(R) Xeon(R) Platinum 8452Y,36,256GB,NVMe SSD,14,NVIDIA L40S,GDDR6,45 GB,PCIe gen4 x16,NGC MXNet 24.04,Ubuntu 22.04,836177.0
7,2,Intel(R) Xeon(R) Platinum 8452Y,36,256GB,NVMe SSD,14,NVIDIA L40S,GDDR6,45 GB,PCIe gen4 x16,NGC MXNet 24.04,Ubuntu 22.04,1006023.0
7,2,Intel(R) Xeon(R) Platinum 8452Y,36,256GB,NVMe SSD,14,NVIDIA L40S,GDDR6,45 GB,PCIe gen4 x16,NGC MXNet 24.04,Ubuntu 22.04,722489.0
7,2,Intel(R) Xeon(R) Platinum 8452Y,36,256GB,NVMe SSD,14,NVIDIA L40S,GDDR6,45 GB,PCIe gen4 x16,NGC MXNet 24.04,Ubuntu 22.04,1025400.0
7,2,Intel(R) Xeon(R) Platinum 8452Y,36,256GB,NVMe SSD,14,NVIDIA L40S,GDDR6,45 GB,PCIe gen4 x16,NGC MXNet 24.04,Ubuntu 22.04,815914.0
7,2,Intel(R) Xeon(R) Platinum 8452Y,36,256GB,NVMe SSD,14,NVIDIA L40S,GDDR6,45 GB,PCIe gen4 x16,NGC MXNet 24.04,Ubuntu 22.04,680103.0
7,2,Intel(R) Xeon(R) Platinum 8452Y,36,256GB,NVMe SSD,14,NVIDIA L40S,GDDR6,45 GB,PCIe gen4 x16,NGC MXNet 24.04,Ubuntu 22.04,1089888.0
7,2,Intel(R) Xeon(R) Platinum 8452Y,36,256GB,NVMe SSD,14,NVIDIA L40S,GDDR6,45 GB,PCIe gen4 x16,NGC MXNet 24.04,Ubuntu 22.04,617189.0
7,2,Intel(R) Xeon(R) Platinum 8452Y,36,256GB,NVMe SSD,14,NVIDIA L40S,GDDR6,45 GB,PCIe gen4 x16,NGC MXNet 24.04,Ubuntu 22.04,1635802.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,598913.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,445192.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,622372.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,1046495.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,1015869.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,845548.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,700559.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,514934.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,777481.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,622293.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,676512.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,422018.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,884690.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,522443.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,838832.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,1247149.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,645480.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,653226.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,808595.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,537442.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,606920.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,938659.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,514210.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,660787.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,823309.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,1093745.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,723903.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,553473.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,792341.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,799152.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,483998.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,491680.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,846458.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,1117080.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,730675.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,607077.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,823031.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,961988.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,646166.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,615391.0
